,Nome do município,Estado,Região,PIB,Valores de importação 2020,Valores de exportação 2020
1490,Santa Cecília,Paraíba,Nordeste,28857436.5,,
1491,Santa Cruz,Paraíba,Nordeste,33690226.14,,
1492,Santa Helena,Paraíba,Nordeste,26434969.47,,
1493,Santa Inês,Paraíba,Nordeste,15376353.37,,
1494,Santa Luzia,Paraíba,Nordeste,93798299.4,1725188,1072138
1495,Santana de Mangueira,Paraíba,Nordeste,24368534.1,1028,0
1496,Santana dos Garrotes,Paraíba,Nordeste,35518678.44,,
1497,Joca Claudino,Paraíba,Nordeste,12535525.5,,
1498,Santa Rita,Paraíba,Nordeste,1230754457.0,31027457,11530322
1499,Santa Teresinha,Paraíba,Nordeste,25205715.63,0,504920
1500,Santo André,Paraíba,Nordeste,14189010.6,,
1501,São Bento,Paraíba,Nordeste,200981838.5,4185191,84664
1502,São Bentinho,Paraíba,Nordeste,20123756.08,,
1503,São Domingos do Cariri,Paraíba,Nordeste,11928906.0,,
1504,São Domingos,Paraíba,Nordeste,14810626.55,,
1505,São Francisco,Paraíba,Nordeste,16957553.96,,
1506,São João do Cariri,Paraíba,Nordeste,25476864.96,,
1507,São João do Tigre,Paraíba,Nordeste,19059957.0,,
1508,São José da Lagoa Tapada,Paraíba,Nordeste,35085084.52,,
1509,São José de Caiana,Paraíba,Nordeste,24368566.7,,
1510,São José de Espinharas,Paraíba,Nordeste,27172222.0,,
1511,São José dos Ramos,Paraíba,Nordeste,20795949.72,,
1512,São José de Piranhas,Paraíba,Nordeste,108777881.5,,
1513,São José de Princesa,Paraíba,Nordeste,14721272.32,,
1514,São José do Bonfim,Paraíba,Nordeste,13615068.24,,
1515,São José do Brejo do Cruz,Paraíba,Nordeste,10478319.52,,
1516,São José do Sabugi,Paraíba,Nordeste,21188318.7,84708,0
1517,São José dos Cordeiros,Paraíba,Nordeste,16554287.75,,
1518,São Mamede,Paraíba,Nordeste,41347202.0,,
1519,São Miguel de Taipu,Paraíba,Nordeste,31514790.96,,
1520,São Sebastião de Lagoa de Roça,Paraíba,Nordeste,47486899.36,,
1521,São Sebastião do Umbuzeiro,Paraíba,Nordeste,15651641.7,,
1522,Sapé,Paraíba,Nordeste,272124556.7,2554111,0
1523,São Vicente do Seridó,Paraíba,Nordeste,39103561.2,,
1524,Serra Branca,Paraíba,Nordeste,69771129.14,,
1525,Serra da Raiz,Paraíba,Nordeste,15824876.4,,
1526,Serra Grande,Paraíba,Nordeste,23345955.5,,
1527,Serra Redonda,Paraíba,Nordeste,37032381.0,,
1528,Serraria,Paraíba,Nordeste,42245732.16,,
1529,Sertãozinho,Paraíba,Nordeste,23945278.5,,
1530,Sobrado,Paraíba,Nordeste,39459779.89,0,0
1531,Solânea,Paraíba,Nordeste,128639973.3,0,0
1532,Soledade,Paraíba,Nordeste,90229096.43,,
1533,Sossêgo,Paraíba,Nordeste,16286410.01,,
1534,Sousa,Paraíba,Nordeste,548540388.3,144520,0
1535,Sumé,Paraíba,Nordeste,84189892.6,,
1536,Tacima,Paraíba,Nordeste,41313785.8,,
1537,Taperoá,Paraíba,Nordeste,68134298.0,,
1538,Tavares,Paraíba,Nordeste,63194978.88,,
1539,Teixeira,Paraíba,Nordeste,73351602.28,0,0
1540,Tenório,Paraíba,Nordeste,15706948.1,,
1541,Triunfo,Paraíba,Nordeste,42045228.4,,
1542,Uiraúna,Paraíba,Nordeste,83462044.4,0,0
1543,Umbuzeiro,Paraíba,Nordeste,41453831.28,,
1544,Várzea,Paraíba,Nordeste,16525148.0,,
1545,Vieirópolis,Paraíba,Nordeste,20775057.75,12692,2649397
1546,Zabelê,Paraíba,Nordeste,10136852.25,,
1547,Abreu e Lima,Pernambuco,Nordeste,849966760.5,30892259,1714345
1548,Afogados da Ingazeira,Pernambuco,Nordeste,195827882.4,801,0
1549,Afrânio,Pernambuco,Nordeste,82795767.3,2759954,0
1550,Agrestina,Pernambuco,Nordeste,115764955.5,0,0
1551,Água Preta,Pernambuco,Nordeste,139282293.2,,
1552,Águas Belas,Pernambuco,Nordeste,169475050.6,,
1553,Alagoinha,Pernambuco,Nordeste,73614777.7,,
1554,Aliança,Pernambuco,Nordeste,197189771.1,,
1555,Altinho,Pernambuco,Nordeste,88572868.38,,
1556,Amaraji,Pernambuco,Nordeste,122798067.8,0,0
1557,Angelim,Pernambuco,Nordeste,47328608.3,1131,0
1558,Araçoiaba,Pernambuco,Nordeste,67537959.72,,
1559,Araripina,Pernambuco,Nordeste,460079086.4,125095,38086
1560,Arcoverde,Pernambuco,Nordeste,444638052.1,0,0
1561,Barra de Guabiraba,Pernambuco,Nordeste,54986881.92,,
1562,Barreiros,Pernambuco,Nordeste,205843642.5,21098,0
1563,Belém de Maria,Pernambuco,Nordeste,48799848.73,,
1564,Belém do São Francisco,Pernambuco,Nordeste,99947542.35,,
1565,Belo Jardim,Pernambuco,Nordeste,808596080.6,81342400,40442916
1566,Betânia,Pernambuco,Nordeste,46238076.63,,
1567,Bezerros,Pernambuco,Nordeste,381445255.7,1769798,0
1568,Bodocó,Pernambuco,Nordeste,144210381.2,,
1569,Bom Conselho,Pernambuco,Nordeste,245096904.2,0,0
1570,Bom Jardim,Pernambuco,Nordeste,178106368.8,157254,1269567
1571,Bonito,Pernambuco,Nordeste,218778373.4,49657,0
1572,Brejão,Pernambuco,Nordeste,51274681.92,,
1573,Brejinho,Pernambuco,Nordeste,28482978.28,,
1574,Brejo da Madre de Deus,Pernambuco,Nordeste,179428755.6,2737401,0
1575,Buenos Aires,Pernambuco,Nordeste,60434483.13,,
1576,Buíque,Pernambuco,Nordeste,223671133.5,0,0
1577,Cabo de Santo Agostinho,Pernambuco,Nordeste,4391239031.0,442914378,113270811
1578,Cabrobó,Pernambuco,Nordeste,208766622.0,0,143962
1579,Cachoeirinha,Pernambuco,Nordeste,117990048.9,,
1580,Caetés,Pernambuco,Nordeste,93440479.68,,
1581,Calçado,Pernambuco,Nordeste,51361900.0,,
1582,Calumbi,Pernambuco,Nordeste,24546038.56,,
1583,Camaragibe,Pernambuco,Nordeste,816263237.9,45688666,21557
1584,Camocim de São Félix,Pernambuco,Nordeste,85090860.64,,
1585,Camutanga,Pernambuco,Nordeste,152035343.5,3182857,29051991
1586,Canhotinho,Pernambuco,Nordeste,98346865.12,,
1587,Capoeiras,Pernambuco,Nordeste,98920354.68,,
1588,Carnaíba,Pernambuco,Nordeste,75717096.74,,
1589,Carnaubeira da Penha,Pernambuco,Nordeste,47095952.96,,
1590,Carpina,Pernambuco,Nordeste,710165120.1,15406862,5817260
1591,Caruaru,Pernambuco,Nordeste,3399415207.0,36218485,150934
1592,Casinhas,Pernambuco,Nordeste,62483185.7,,
1593,Catende,Pernambuco,Nordeste,217400327.8,0,0
1594,Cedro,Pernambuco,Nordeste,40736421.02,,
1595,Chã de Alegria,Pernambuco,Nordeste,57550218.6,,
1596,Chã Grande,Pernambuco,Nordeste,122854830.2,,
1597,Condado,Pernambuco,Nordeste,114280804.8,0,0
1598,Correntes,Pernambuco,Nordeste,75948581.9,0,0
1599,Cortês,Pernambuco,Nordeste,111627448.2,,
1600,Cumaru,Pernambuco,Nordeste,85480441.93,,
1601,Cupira,Pernambuco,Nordeste,128449927.4,,
1602,Custódia,Pernambuco,Nordeste,229016210.1,1029111,0
1603,Dormentes,Pernambuco,Nordeste,94663979.43,,
1604,Escada,Pernambuco,Nordeste,495895638.9,5607269,0
1605,Exu,Pernambuco,Nordeste,141075996.6,0,0
1606,Feira Nova,Pernambuco,Nordeste,80556036.0,330431,0
1607,Fernando de Noronha,Pernambuco,Nordeste,57262253.6,0,0
1608,Ferreiros,Pernambuco,Nordeste,72567927.0,,
1609,Flores,Pernambuco,Nordeste,83167890.26,,
1610,Floresta,Pernambuco,Nordeste,247271411.7,1765,0
1611,Frei Miguelinho,Pernambuco,Nordeste,55621781.22,,
1612,Gameleira,Pernambuco,Nordeste,112990288.1,,
1613,Garanhuns,Pernambuco,Nordeste,1216734132.0,2434793,320185
1614,Glória do Goitá,Pernambuco,Nordeste,120132856.2,3078810,0
1615,Goiana,Pernambuco,Nordeste,894222520.2,1193394111,249352448
1616,Granito,Pernambuco,Nordeste,33783976.35,,
1617,Gravatá,Pernambuco,Nordeste,547348295.0,128385,0
1618,Iati,Pernambuco,Nordeste,72661903.2,,
1619,Ibimirim,Pernambuco,Nordeste,156043444.5,,
1620,Ibirajuba,Pernambuco,Nordeste,35629340.76,,
1621,Igarassu,Pernambuco,Nordeste,1237034211.0,34679969,33032572
1622,Iguaracy,Pernambuco,Nordeste,,,
1623,Inajá,Pernambuco,Nordeste,81504682.31,0,1069344
1624,Ingazeira,Pernambuco,Nordeste,21287211.2,,
1625,Ipojuca,Pernambuco,Nordeste,5607235716.0,1396645356,971871618
1626,Ipubi,Pernambuco,Nordeste,132090325.6,988993,0
1627,Itacuruba,Pernambuco,Nordeste,30989229.62,593973,0
1628,Itaíba,Pernambuco,Nordeste,136682434.6,,
1629,Ilha de Itamaracá,Pernambuco,Nordeste,105789663.2,,
1630,Itambé,Pernambuco,Nordeste,210422703.0,0,3111
1631,Itapetim,Pernambuco,Nordeste,54514434.87,,
1632,Itapissuma,Pernambuco,Nordeste,462005183.7,127016796,13562946
1633,Itaquitinga,Pernambuco,Nordeste,141473736.7,0,0
1634,Jaboatão dos Guararapes,Pernambuco,Nordeste,7599354272.0,199552316,15821730
1635,Jaqueira,Pernambuco,Nordeste,55021244.04,,
1636,Jataúba,Pernambuco,Nordeste,69510742.47,,
1637,Jatobá,Pernambuco,Nordeste,62622379.44,,
1638,João Alfredo,Pernambuco,Nordeste,129111992.0,0,0
1639,Joaquim Nabuco,Pernambuco,Nordeste,116463731.0,6167459,0
1640,Jucati,Pernambuco,Nordeste,47828493.68,,
1641,Jupi,Pernambuco,Nordeste,64511490.75,0,0
1642,Jurema,Pernambuco,Nordeste,63321692.7,,
1643,Lagoa do Carro,Pernambuco,Nordeste,81058007.37,,
1644,Lagoa de Itaenga,Pernambuco,Nordeste,208127029.6,,
1645,Lagoa do Ouro,Pernambuco,Nordeste,48967057.08,,
1646,Lagoa dos Gatos,Pernambuco,Nordeste,61938302.85,,
1647,Lagoa Grande,Pernambuco,Nordeste,181206698.8,308609,5800684
1648,Lajedo,Pernambuco,Nordeste,192003243.4,0,0
1649,Limoeiro,Pernambuco,Nordeste,350676068.2,384373,0
1650,Macaparana,Pernambuco,Nordeste,126500088.0,,
1651,Machados,Pernambuco,Nordeste,79955492.76,0,0
1652,Manari,Pernambuco,Nordeste,67034946.81,,
1653,Maraial,Pernambuco,Nordeste,85405147.5,,
1654,Mirandiba,Pernambuco,Nordeste,68574667.0,,
1655,Moreno,Pernambuco,Nordeste,339725833.8,35762228,11382
1656,Nazaré da Mata,Pernambuco,Nordeste,234394515.2,5088257,1287874
1657,Olinda,Pernambuco,Nordeste,3478573921.0,38198423,639519
1658,Orobó,Pernambuco,Nordeste,125895575.0,0,0
1659,Orocó,Pernambuco,Nordeste,111984265.4,,
1660,Ouricuri,Pernambuco,Nordeste,303437672.7,0,84465
1661,Palmares,Pernambuco,Nordeste,483422551.2,2519477,0
1662,Palmeirina,Pernambuco,Nordeste,36357194.64,,
1663,Panelas,Pernambuco,Nordeste,103536558.5,,
1664,Paranatama,Pernambuco,Nordeste,48299340.45,0,0
1665,Parnamirim,Pernambuco,Nordeste,103004876.8,,
1666,Passira,Pernambuco,Nordeste,123835567.0,,
1667,Paudalho,Pernambuco,Nordeste,308646325.7,0,0
1668,Paulista,Pernambuco,Nordeste,2148536217.0,18095422,2253654
1669,Pedra,Pernambuco,Nordeste,104540509.9,,
1670,Pesqueira,Pernambuco,Nordeste,354405995.5,1185,0
1671,Petrolândia,Pernambuco,Nordeste,891301373.7,0,0
1672,Petrolina,Pernambuco,Nordeste,3385795524.0,20500207,185176678
1673,Poção,Pernambuco,Nordeste,50007676.18,0,0
1674,Pombos,Pernambuco,Nordeste,161118299.3,941169,18000
1675,Primavera,Pernambuco,Nordeste,127198387.9,1020426,9593715
1676,Quipapá,Pernambuco,Nordeste,149417480.1,,
1677,Quixaba,Pernambuco,Nordeste,26030667.91,,
1678,Recife,Pernambuco,Nordeste,33212299746.0,542581114,109456758
1679,Riacho das Almas,Pernambuco,Nordeste,95755196.68,,
1680,Ribeirão,Pernambuco,Nordeste,263151760.0,4894698,0
1681,Rio Formoso,Pernambuco,Nordeste,173348188.3,2876171,0
1682,Sairé,Pernambuco,Nordeste,92963005.2,,
1683,Salgadinho,Pernambuco,Nordeste,61839688.32,,
1684,Salgueiro,Pernambuco,Nordeste,1026535402.0,,
1685,Saloá,Pernambuco,Nordeste,66036136.95,,
1686,Sanharó,Pernambuco,Nordeste,103007810.4,,
1687,Santa Cruz,Pernambuco,Nordeste,53717098.82,,
1688,Santa Cruz da Baixa Verde,Pernambuco,Nordeste,42383040.4,0,0
1689,Santa Cruz do Capibaribe,Pernambuco,Nordeste,719700705.9,16602726,6382
1690,Santa Filomena,Pernambuco,Nordeste,50040165.24,,
1691,Santa Maria da Boa Vista,Pernambuco,Nordeste,284442683.3,,
1692,Santa Maria do Cambucá,Pernambuco,Nordeste,76693690.0,0,0
1693,Santa Terezinha,Pernambuco,Nordeste,37868721.13,,
1694,São Benedito do Sul,Pernambuco,Nordeste,49889820.24,0,0
1695,São Bento do Una,Pernambuco,Nordeste,347150085.7,386378,0
1696,São Caitano,Pernambuco,Nordeste,167242499.8,1301560,25371
1697,São João,Pernambuco,Nordeste,97054208.64,263249,0
1698,São Joaquim do Monte,Pernambuco,Nordeste,119157183.6,,
1699,São José da Coroa Grande,Pernambuco,Nordeste,93401749.8,,
1700,São José do Belmonte,Pernambuco,Nordeste,142782222.2,,
1701,São José do Egito,Pernambuco,Nordeste,162526513.0,,
1702,São Lourenço da Mata,Pernambuco,Nordeste,552478239.3,2640293,135928
1703,São Vicente Férrer,Pernambuco,Nordeste,98217160.0,,
1704,Serra Talhada,Pernambuco,Nordeste,743851408.6,1656431,0
1705,Serrita,Pernambuco,Nordeste,73660007.23,0,0
1706,Sertânia,Pernambuco,Nordeste,201852322.6,0,0
1707,Sirinhaém,Pernambuco,Nordeste,350865331.2,2061880,42551707
1708,Moreilândia,Pernambuco,Nordeste,48472067.6,,
1709,Solidão,Pernambuco,Nordeste,25156767.04,,
1710,Surubim,Pernambuco,Nordeste,397954663.5,384488,0
1711,Tabira,Pernambuco,Nordeste,113354916.7,4006,0
1712,Tacaimbó,Pernambuco,Nordeste,54427115.5,0,0
1713,Tacaratu,Pernambuco,Nordeste,79702554.24,203607,3366
1714,Tamandaré,Pernambuco,Nordeste,158330130.9,0,0
1715,Taquaritinga do Norte,Pernambuco,Nordeste,118173202.0,,
1716,Terezinha,Pernambuco,Nordeste,31543375.07,,
1717,Terra Nova,Pernambuco,Nordeste,38853944.5,12841097,0
1718,Timbaúba,Pernambuco,Nordeste,467409841.0,1066689,0
1719,Toritama,Pernambuco,Nordeste,278042946.2,,
1720,Tracunhaém,Pernambuco,Nordeste,77945921.9,,
1721,Trindade,Pernambuco,Nordeste,157656024.2,0,0
1722,Triunfo,Pernambuco,Nordeste,66238584.84,,
1723,Tupanatinga,Pernambuco,Nordeste,98537289.0,,
1724,Tuparetama,Pernambuco,Nordeste,38977369.0,,
1725,Venturosa,Pernambuco,Nordeste,79267023.28,,
1726,Verdejante,Pernambuco,Nordeste,37499478.38,,
1727,Vertente do Lério,Pernambuco,Nordeste,72577171.77,,
1728,Vertentes,Pernambuco,Nordeste,101370808.2,,
1729,Vicência,Pernambuco,Nordeste,211221343.3,0,1807402
1730,Vitória de Santo Antão,Pernambuco,Nordeste,1444185305.0,20472882,32216798
1731,Xexéu,Pernambuco,Nordeste,65326410.34,,
1732,Água Branca,Alagoas,Nordeste,73713208.32,,
1733,Anadia,Alagoas,Nordeste,85262427.36,,
1734,Arapiraca,Alagoas,Nordeste,1904856706.0,7156058,540330
1735,Atalaia,Alagoas,Nordeste,289490029.4,0,9946665
1736,Barra de Santo Antônio,Alagoas,Nordeste,74551681.5,1450,0
1737,Barra de São Miguel,Alagoas,Nordeste,67298928.48,,
1738,Batalha,Alagoas,Nordeste,68447609.16,0,0
1739,Belém,Alagoas,Nordeste,24075745.71,,
1740,Belo Monte,Alagoas,Nordeste,37087186.8,,
1741,Boca da Mata,Alagoas,Nordeste,197450346.2,1109912,5801477
1742,Branquinha,Alagoas,Nordeste,64896860.94,,
1743,Cacimbinhas,Alagoas,Nordeste,41813874.95,,
1744,Cajueiro,Alagoas,Nordeste,95046345.72,,
1745,Campestre,Alagoas,Nordeste,32140045.64,,
1746,Campo Alegre,Alagoas,Nordeste,244717152.0,0,94283
1747,Campo Grande,Alagoas,Nordeste,36021241.76,,
1748,Canapi,Alagoas,Nordeste,61429492.5,,
1749,Capela,Alagoas,Nordeste,112919613.3,2005,0
1750,Carneiros,Alagoas,Nordeste,27847602.2,,
1751,Chã Preta,Alagoas,Nordeste,40491451.26,,
1752,Coité do Nóia,Alagoas,Nordeste,44638610.04,,
1753,Colônia Leopoldina,Alagoas,Nordeste,150367313.4,0,0
1754,Coqueiro Seco,Alagoas,Nordeste,25674735.42,,
1755,Coruripe,Alagoas,Nordeste,702437153.6,1106550,105465831
1756,Craíbas,Alagoas,Nordeste,105110616.1,2214480,150
1757,Delmiro Gouveia,Alagoas,Nordeste,337373239.7,0,0
1758,Dois Riachos,Alagoas,Nordeste,38237760.0,,
1759,Estrela de Alagoas,Alagoas,Nordeste,57743237.24,,
1760,Feira Grande,Alagoas,Nordeste,94895506.8,0,0
1761,Feliz Deserto,Alagoas,Nordeste,68030707.8,96248,0
1762,Flexeiras,Alagoas,Nordeste,64610854.5,,
1763,Girau do Ponciano,Alagoas,Nordeste,160467210.0,0,0
1764,Ibateguara,Alagoas,Nordeste,214568466.6,,
1765,Igaci,Alagoas,Nordeste,104669741.5,,
1766,Igreja Nova,Alagoas,Nordeste,174869115.5,0,20359657
1767,Inhapi,Alagoas,Nordeste,61116837.54,,
1768,Jacaré dos Homens,Alagoas,Nordeste,29555413.04,,
1769,Jacuípe,Alagoas,Nordeste,44644498.44,,
1770,Japaratinga,Alagoas,Nordeste,45854287.02,0,97726
1771,Jaramataia,Alagoas,Nordeste,24840814.04,,
1772,Jequiá da Praia,Alagoas,Nordeste,149358920.5,,
1773,Joaquim Gomes,Alagoas,Nordeste,94455154.5,,
1774,Jundiá,Alagoas,Nordeste,28617258.78,,
1775,Junqueiro,Alagoas,Nordeste,137640266.9,,
1776,Lagoa da Canoa,Alagoas,Nordeste,93419012.5,0,771131
1777,Limoeiro de Anadia,Alagoas,Nordeste,97490245.44,7686,0
1778,Maceió,Alagoas,Nordeste,12261905208.0,482215171,39664848
1779,Major Isidoro,Alagoas,Nordeste,86732694.72,,
1780,Maragogi,Alagoas,Nordeste,199057788.5,53289,0
1781,Maravilha,Alagoas,Nordeste,38518824.84,,
1782,Marechal Deodoro,Alagoas,Nordeste,909010347.5,116442824,12699593
1783,Maribondo,Alagoas,Nordeste,64059690.3,,
1784,Mar Vermelho,Alagoas,Nordeste,16857741.56,,
1785,Mata Grande,Alagoas,Nordeste,87825100.08,6742,0
1786,Matriz de Camaragibe,Alagoas,Nordeste,128747967.2,,
1787,Messias,Alagoas,Nordeste,86356069.4,0,0
1788,Minador do Negrão,Alagoas,Nordeste,25153521.0,,
1789,Monteirópolis,Alagoas,Nordeste,25496042.05,,
1790,Murici,Alagoas,Nordeste,140635094.6,0,0
1791,Novo Lino,Alagoas,Nordeste,94101526.8,,
1792,Olho d'Água das Flores,Alagoas,Nordeste,95742975.12,,
1793,Olho d'Água do Casado,Alagoas,Nordeste,36357018.53,,
1794,Olho d'Água Grande,Alagoas,Nordeste,20453474.26,,
1795,Olivença,Alagoas,Nordeste,42044992.47,,
1796,Ouro Branco,Alagoas,Nordeste,38072622.72,,
1797,Palestina,Alagoas,Nordeste,18535191.84,,
1798,Palmeira dos Índios,Alagoas,Nordeste,443149516.8,0,0
1799,Pão de Açúcar,Alagoas,Nordeste,114829976.2,0,0
1800,Pariconha,Alagoas,Nordeste,37580814.88,,
1801,Paripueira,Alagoas,Nordeste,71023596.28,0,0
1802,Passo de Camaragibe,Alagoas,Nordeste,91630102.62,,
1803,Paulo Jacinto,Alagoas,Nordeste,25672573.12,,
1804,Penedo,Alagoas,Nordeste,401287886.3,0,0
1805,Piaçabuçu,Alagoas,Nordeste,105610421.2,,
1806,Pilar,Alagoas,Nordeste,323180063.3,103584,42072
1807,Pindoba,Alagoas,Nordeste,17544448.28,,
1808,Piranhas,Alagoas,Nordeste,85814049.2,7217,0
1809,Poço das Trincheiras,Alagoas,Nordeste,43641589.44,,
1810,Porto Calvo,Alagoas,Nordeste,170548928.6,1006023,1117654
1811,Porto de Pedras,Alagoas,Nordeste,47915409.11,0,0
1812,Porto Real do Colégio,Alagoas,Nordeste,91413085.4,293160,0
1813,Quebrangulo,Alagoas,Nordeste,48591396.0,,
1814,Rio Largo,Alagoas,Nordeste,487752498.5,40026551,2432146
1815,Roteiro,Alagoas,Nordeste,57583185.92,,
1816,Santa Luzia do Norte,Alagoas,Nordeste,46621542.87,13181201,0
1817,Santana do Ipanema,Alagoas,Nordeste,246213431.1,17889,0
1818,Santana do Mundaú,Alagoas,Nordeste,197687773.2,,
1819,São Brás,Alagoas,Nordeste,28030183.2,,
1820,São José da Laje,Alagoas,Nordeste,199002953.2,0,11475702
1821,São José da Tapera,Alagoas,Nordeste,105553819.0,0,0
1822,São Luís do Quitunde,Alagoas,Nordeste,264683846.8,0,61419748
1823,São Miguel dos Campos,Alagoas,Nordeste,892056153.1,523513,30716174
1824,São Miguel dos Milagres,Alagoas,Nordeste,46328564.88,,
1825,São Sebastião,Alagoas,Nordeste,179527764.9,0,0
1826,Satuba,Alagoas,Nordeste,77569529.67,,
1827,Senador Rui Palmeira,Alagoas,Nordeste,41158979.49,,
1828,Tanque d'Arca,Alagoas,Nordeste,23482583.94,,
1829,Taquarana,Alagoas,Nordeste,93422055.6,,
1830,Teotônio Vilela,Alagoas,Nordeste,245662625.3,0,1153367
1831,Traipu,Alagoas,Nordeste,84068928.82,,
1832,União dos Palmares,Alagoas,Nordeste,436428052.5,0,0
1833,Viçosa,Alagoas,Nordeste,114661536.9,0,0
1834,Amparo do São Francisco,Sergipe,Nordeste,,,
1835,Aquidabã,Sergipe,Nordeste,125028502.3,7235,0
1836,Aracaju,Sergipe,Nordeste,9660014382.0,36383319,2465904
1837,Arauá,Sergipe,Nordeste,85637055.0,,
1838,Areia Branca,Sergipe,Nordeste,113801101.3,,
1839,Barra dos Coqueiros,Sergipe,Nordeste,299486466.7,17366048,0
1840,Boquim,Sergipe,Nordeste,184840025.6,,
1841,Brejo Grande,Sergipe,Nordeste,52226835.22,,
1842,Campo do Brito,Sergipe,Nordeste,108596831.2,,
1843,Canhoba,Sergipe,Nordeste,26534672.2,,
1844,Canindé de São Francisco,Sergipe,Nordeste,1631651534.0,,
1845,Capela,Sergipe,Nordeste,248022866.9,,
1846,Carira,Sergipe,Nordeste,204357300.0,,
1847,Carmópolis,Sergipe,Nordeste,541937908.9,125249,0
1848,Cedro de São João,Sergipe,Nordeste,29881544.09,,
1849,Cristinápolis,Sergipe,Nordeste,120659566.5,,
1850,Cumbe,Sergipe,Nordeste,23823509.61,,
1851,Divina Pastora,Sergipe,Nordeste,176399052.5,0,0
1852,Estância,Sergipe,Nordeste,1112168882.0,18128005,38136964
1853,Feira Nova,Sergipe,Nordeste,32260405.32,,
1854,Frei Paulo,Sergipe,Nordeste,239099660.1,1717527,651806
1855,Gararu,Sergipe,Nordeste,62197851.8,,
1856,General Maynard,Sergipe,Nordeste,17862916.56,,
1857,Gracho Cardoso,Sergipe,Nordeste,44151803.0,,
1858,Ilha das Flores,Sergipe,Nordeste,39561672.88,,
1859,Indiaroba,Sergipe,Nordeste,120330006.2,,
1860,Itabaiana,Sergipe,Nordeste,874299253.4,360065,0
1861,Itabaianinha,Sergipe,Nordeste,234227694.3,6313,0
1862,Itabi,Sergipe,Nordeste,28023832.76,,
1863,Itaporanga d'Ajuda,Sergipe,Nordeste,525365028.1,1163056,0
1864,Japaratuba,Sergipe,Nordeste,478849907.2,93,0
1865,Japoatã,Sergipe,Nordeste,106962586.2,,
1866,Lagarto,Sergipe,Nordeste,758948711.0,4650594,27863
1867,Laranjeiras,Sergipe,Nordeste,725658314.3,6591720,518245
1868,Macambira,Sergipe,Nordeste,35629374.22,0,0
1869,Malhada dos Bois,Sergipe,Nordeste,28292958.72,,
1870,Malhador,Sergipe,Nordeste,82439411.58,,
1871,Maruim,Sergipe,Nordeste,171378744.9,23567645,0
1872,Moita Bonita,Sergipe,Nordeste,71100783.12,,
1873,Monte Alegre de Sergipe,Sergipe,Nordeste,75862462.89,,
1874,Muribeca,Sergipe,Nordeste,63750620.16,,
1875,Neópolis,Sergipe,Nordeste,152203707.4,357514,200001
1876,Nossa Senhora Aparecida,Sergipe,Nordeste,68513732.88,0,668546
1877,Nossa Senhora da Glória,Sergipe,Nordeste,301166272.5,,
1878,Nossa Senhora das Dores,Sergipe,Nordeste,159610230.0,0,0
1879,Nossa Senhora de Lourdes,Sergipe,Nordeste,33852253.64,,
1880,Nossa Senhora do Socorro,Sergipe,Nordeste,1983971522.0,26078872,572619
1881,Pacatuba,Sergipe,Nordeste,172851128.5,4600,0
1882,Pedra Mole,Sergipe,Nordeste,23942305.96,,
1883,Pedrinhas,Sergipe,Nordeste,47135891.22,,
1884,Pinhão,Sergipe,Nordeste,44840386.14,,
1885,Pirambu,Sergipe,Nordeste,54238568.41,688676,0
1886,Poço Redondo,Sergipe,Nordeste,151298412.8,,
1887,Poço Verde,Sergipe,Nordeste,140322105.4,93412,0
1888,Porto da Folha,Sergipe,Nordeste,159795200.5,,
1889,Propriá,Sergipe,Nordeste,305278945.5,56261,0
1890,Riachão do Dantas,Sergipe,Nordeste,115459914.2,,
1891,Riachuelo,Sergipe,Nordeste,116445614.1,491411,290640
1892,Ribeirópolis,Sergipe,Nordeste,131881255.6,20473,156658
1893,Rosário do Catete,Sergipe,Nordeste,623051259.3,7719807,10958
1894,Salgado,Sergipe,Nordeste,121412159.6,,
1895,Santa Luzia do Itanhy,Sergipe,Nordeste,117281260.8,,
1896,Santana do São Francisco,Sergipe,Nordeste,41059973.52,,
1897,Santa Rosa de Lima,Sergipe,Nordeste,29110797.55,,
1898,Santo Amaro das Brotas,Sergipe,Nordeste,86003103.2,,
1899,São Cristóvão,Sergipe,Nordeste,553782219.4,195403,0
1900,São Domingos,Sergipe,Nordeste,65554554.79,0,965258
1901,São Francisco,Sergipe,Nordeste,17514428.49,,
1902,São Miguel do Aleixo,Sergipe,Nordeste,27875450.04,,
1903,Simão Dias,Sergipe,Nordeste,292926536.5,3404974,844513
1904,Siriri,Sergipe,Nordeste,137289330.4,,
1905,Telha,Sergipe,Nordeste,18137528.32,,
1906,Tobias Barreto,Sergipe,Nordeste,286172358.4,1238592,218612
1907,Tomar do Geru,Sergipe,Nordeste,82812552.75,,
1908,Umbaúba,Sergipe,Nordeste,166854669.7,,
1909,Abaíra,Bahia,Nordeste,33999134.4,,
1910,Abaré,Bahia,Nordeste,59672808.0,,
1911,Acajutiba,Bahia,Nordeste,82857000.33,,
1912,Adustina,Bahia,Nordeste,91774264.5,0,0
1913,Água Fria,Bahia,Nordeste,61062236.15,0,0
1914,Érico Cardoso,Bahia,Nordeste,33723384.63,,
1915,Aiquara,Bahia,Nordeste,28206118.2,,
1916,Alagoinhas,Bahia,Nordeste,1815963493.0,66158980,9905628
1917,Alcobaça,Bahia,Nordeste,175970303.4,238679,14396749
1918,Almadina,Bahia,Nordeste,32911523.97,,
1919,Amargosa,Bahia,Nordeste,181838049.0,27300,1530522
