,Nome do município,Estado,Região,PIB,Valores de importação 2020,Valores de exportação 2020
3165,Veredinha,Minas Gerais,Sudeste,40042749.29,,
3166,Veríssimo,Minas Gerais,Sudeste,70103943.18,,
3167,Vermelho Novo,Minas Gerais,Sudeste,24718532.4,,
3168,Vespasiano,Minas Gerais,Sudeste,1560132372.0,64269477,12317851
3169,Viçosa,Minas Gerais,Sudeste,797680010.8,3815616,330646
3170,Vieiras,Minas Gerais,Sudeste,26396414.59,,
3171,Mathias Lobato,Minas Gerais,Sudeste,18328385.3,,
3172,Virgem da Lapa,Minas Gerais,Sudeste,57092209.9,5750,446061
3173,Virgínia,Minas Gerais,Sudeste,65603870.23,0,0
3174,Virginópolis,Minas Gerais,Sudeste,66432016.44,,
3175,Virgolândia,Minas Gerais,Sudeste,27614661.12,,
3176,Visconde do Rio Branco,Minas Gerais,Sudeste,629515072.4,1231630,17033683
3177,Volta Grande,Minas Gerais,Sudeste,103852561.8,,
3178,Wenceslau Braz,Minas Gerais,Sudeste,15486012.93,,
3179,Afonso Cláudio,Espírito Santo,Sudeste,243952733.3,0,4461423
3180,Águia Branca,Espírito Santo,Sudeste,93704560.05,55470,6895275
3181,Água Doce do Norte,Espírito Santo,Sudeste,86669049.03,315633,629861
3182,Alegre,Espírito Santo,Sudeste,265588145.3,2128,0
3183,Alfredo Chaves,Espírito Santo,Sudeste,151959344.2,0,986250
3184,Alto Rio Novo,Espírito Santo,Sudeste,50463446.58,,
3185,Anchieta,Espírito Santo,Sudeste,4440880934.0,2117326,10084940
3186,Apiacá,Espírito Santo,Sudeste,49012945.44,888554,0
3187,Aracruz,Espírito Santo,Sudeste,4270620593.0,15782005,598217432
3188,Atílio Vivácqua,Espírito Santo,Sudeste,135514822.5,,
3189,Baixo Guandu,Espírito Santo,Sudeste,344759908.0,361411,4171173
3190,Barra de São Francisco,Espírito Santo,Sudeste,468695164.7,7333870,129752888
3191,Boa Esperança,Espírito Santo,Sudeste,146316861.3,0,6863938
3192,Bom Jesus do Norte,Espírito Santo,Sudeste,77184294.24,3429,0
3193,Brejetuba,Espírito Santo,Sudeste,109097195.4,,
3194,Cachoeiro de Itapemirim,Espírito Santo,Sudeste,3038806959.0,20985607,211812775
3195,Cariacica,Espírito Santo,Sudeste,5260712730.0,773693698,28849526
3196,Castelo,Espírito Santo,Sudeste,454628010.7,7366812,48021533
3197,Colatina,Espírito Santo,Sudeste,1895482917.0,8514416,67535730
3198,Conceição da Barra,Espírito Santo,Sudeste,327604459.5,0,0
3199,Conceição do Castelo,Espírito Santo,Sudeste,114799115.9,0,1147606
3200,Divino de São Lourenço,Espírito Santo,Sudeste,32500748.8,,
3201,Domingos Martins,Espírito Santo,Sudeste,358537347.6,0,1744703
3202,Dores do Rio Preto,Espírito Santo,Sudeste,53814954.41,0,58026910
3203,Ecoporanga,Espírito Santo,Sudeste,254719667.4,56350,5059148
3204,Fundão,Espírito Santo,Sudeste,379689507.0,0,364996
3205,Governador Lindenberg,Espírito Santo,Sudeste,96820508.55,,
3206,Guaçuí,Espírito Santo,Sudeste,257877700.7,0,117216
3207,Guarapari,Espírito Santo,Sudeste,1215710068.0,3807789,3809545
3208,Ibatiba,Espírito Santo,Sudeste,168301466.1,38370,0
3209,Ibiraçu,Espírito Santo,Sudeste,257364284.0,1980546,2121004
3210,Ibitirama,Espírito Santo,Sudeste,65786925.75,0,9428
3211,Iconha,Espírito Santo,Sudeste,191557693.8,0,0
3212,Irupi,Espírito Santo,Sudeste,93674038.26,0,786895
3213,Itaguaçu,Espírito Santo,Sudeste,129447935.1,,
3214,Itapemirim,Espírito Santo,Sudeste,1345572402.0,1553741,17109570
3215,Itarana,Espírito Santo,Sudeste,116551505.1,,
3216,Iúna,Espírito Santo,Sudeste,214474789.8,0,0
3217,Jaguaré,Espírito Santo,Sudeste,425898846.7,0,3993706
3218,Jerônimo Monteiro,Espírito Santo,Sudeste,87556476.59,0,731453
3219,João Neiva,Espírito Santo,Sudeste,218791184.9,3102239,49689800
3220,Laranja da Terra,Espírito Santo,Sudeste,79421051.64,,
3221,Linhares,Espírito Santo,Sudeste,3259690613.0,31993133,136382498
3222,Mantenópolis,Espírito Santo,Sudeste,90361220.2,0,0
3223,Marataízes,Espírito Santo,Sudeste,746615170.8,2459,18390
3224,Marechal Floriano,Espírito Santo,Sudeste,193130441.8,0,14976124
3225,Marilândia,Espírito Santo,Sudeste,151169935.3,0,7127940
3226,Mimoso do Sul,Espírito Santo,Sudeste,247036698.7,2035556,13621185
3227,Montanha,Espírito Santo,Sudeste,234074641.8,,
3228,Mucurici,Espírito Santo,Sudeste,64246511.55,,
3229,Muniz Freire,Espírito Santo,Sudeste,145604528.3,0,25478313
3230,Muqui,Espírito Santo,Sudeste,102243127.2,59854,0
3231,Nova Venécia,Espírito Santo,Sudeste,553502061.1,820622,135621950
3232,Pancas,Espírito Santo,Sudeste,135110054.1,0,11655
3233,Pedro Canário,Espírito Santo,Sudeste,234030883.7,,
3234,Pinheiros,Espírito Santo,Sudeste,311928197.4,39178866,10491309
3235,Piúma,Espírito Santo,Sudeste,264639838.9,0,30711
3236,Ponto Belo,Espírito Santo,Sudeste,58944215.26,,
3237,Presidente Kennedy,Espírito Santo,Sudeste,3083700039.0,0,0
3238,Rio Bananal,Espírito Santo,Sudeste,178252577.9,1147678,901379
3239,Rio Novo do Sul,Espírito Santo,Sudeste,110469486.0,1142680,14912067
3240,Santa Leopoldina,Espírito Santo,Sudeste,107951292.0,0,6828235
3241,Santa Maria de Jetibá,Espírito Santo,Sudeste,519860021.8,1710046,13498958
3242,Santa Teresa,Espírito Santo,Sudeste,251026695.6,45672,77991
3243,São Domingos do Norte,Espírito Santo,Sudeste,95090364.81,7323620,47744778
3244,São Gabriel da Palha,Espírito Santo,Sudeste,330433901.8,0,1752197
3245,São José do Calçado,Espírito Santo,Sudeste,80370992.32,,
3246,São Mateus,Espírito Santo,Sudeste,1264753147.0,791061,47303268
3247,São Roque do Canaã,Espírito Santo,Sudeste,113692826.9,0,167680
3248,Serra,Espírito Santo,Sudeste,12933176892.0,1186227191,1081961966
3249,Sooretama,Espírito Santo,Sudeste,308897509.6,3101623,8486567
3250,Vargem Alta,Espírito Santo,Sudeste,232108116.0,982455,11961083
3251,Venda Nova do Imigrante,Espírito Santo,Sudeste,321012583.8,613745,5915730
3252,Viana,Espírito Santo,Sudeste,897215303.1,266631840,69746182
3253,Vila Pavão,Espírito Santo,Sudeste,102433924.2,0,254331
3254,Vila Valério,Espírito Santo,Sudeste,150387696.6,0,5981467
3255,Vila Velha,Espírito Santo,Sudeste,8021239948.0,454063942,500304950
3256,Vitória,Espírito Santo,Sudeste,21505164978.0,2204874116,1584672015
3257,Angra dos Reis,Rio de Janeiro,Sudeste,5686724516.0,185824133,71838
3258,Aperibé,Rio de Janeiro,Sudeste,94843841.54,0,0
3259,Araruama,Rio de Janeiro,Sudeste,1392029824.0,71236,0
3260,Areal,Rio de Janeiro,Sudeste,300550895.7,945936,476470
3261,Armação dos Búzios,Rio de Janeiro,Sudeste,1874607498.0,99912,31232
3262,Arraial do Cabo,Rio de Janeiro,Sudeste,401359484.1,0,20361
3263,Barra do Piraí,Rio de Janeiro,Sudeste,1478502680.0,15617150,76288
3264,Barra Mansa,Rio de Janeiro,Sudeste,3471331177.0,8752863,16580581
3265,Belford Roxo,Rio de Janeiro,Sudeste,4459991596.0,642309702,20650614
3266,Bom Jardim,Rio de Janeiro,Sudeste,406593636.7,450332,175338
3267,Bom Jesus do Itabapoana,Rio de Janeiro,Sudeste,427010625.7,0,1096
3268,Cabo Frio,Rio de Janeiro,Sudeste,9317853047.0,1195103,15517947
3269,Cachoeiras de Macacu,Rio de Janeiro,Sudeste,885761953.8,3983606,715348
3270,Cambuci,Rio de Janeiro,Sudeste,168880123.1,0,0
3271,Carapebus,Rio de Janeiro,Sudeste,605101248.6,3168,0
3272,Comendador Levy Gasparian,Rio de Janeiro,Sudeste,209100268.4,1221297,18903
3273,Campos dos Goytacazes,Rio de Janeiro,Sudeste,38688015386.0,39324037,63104604
3274,Cantagalo,Rio de Janeiro,Sudeste,729973631.4,5541636,232982
3275,Cardoso Moreira,Rio de Janeiro,Sudeste,118124496.0,,
3276,Carmo,Rio de Janeiro,Sudeste,267571801.8,1639249,84004
3277,Casimiro de Abreu,Rio de Janeiro,Sudeste,2079434319.0,1266000,0
3278,Conceição de Macabu,Rio de Janeiro,Sudeste,180189141.9,0,0
3279,Cordeiro,Rio de Janeiro,Sudeste,214403860.8,12258,601833
3280,Duas Barras,Rio de Janeiro,Sudeste,107386047.7,,
3281,Duque de Caxias,Rio de Janeiro,Sudeste,23462970295.0,1656661295,9220867283
3282,Engenheiro Paulo de Frontin,Rio de Janeiro,Sudeste,169572323.8,7919675,47300
3283,Guapimirim,Rio de Janeiro,Sudeste,623351530.5,1235675,1886
3284,Iguaba Grande,Rio de Janeiro,Sudeste,216696261.5,,
3285,Itaboraí,Rio de Janeiro,Sudeste,2439199949.0,46701658,1390729
3286,Itaguaí,Rio de Janeiro,Sudeste,4657143881.0,42193581,2004813206
3287,Italva,Rio de Janeiro,Sudeste,165054759.0,0,0
3288,Itaocara,Rio de Janeiro,Sudeste,259491468.0,,
3289,Itaperuna,Rio de Janeiro,Sudeste,1447930367.0,683114,219679
3290,Itatiaia,Rio de Janeiro,Sudeste,1446930333.0,406548812,134815878
3291,Japeri,Rio de Janeiro,Sudeste,696105167.6,5010792,1150801
3292,Laje do Muriaé,Rio de Janeiro,Sudeste,78414046.32,0,0
3293,Macaé,Rio de Janeiro,Sudeste,13609472742.0,1851747487,897344869
3294,Macuco,Rio de Janeiro,Sudeste,94752321.62,9249106,0
3295,Magé,Rio de Janeiro,Sudeste,2372502884.0,649095,52998
3296,Mangaratiba,Rio de Janeiro,Sudeste,1784266373.0,643424,0
3297,Maricá,Rio de Janeiro,Sudeste,1878498550.0,1738568,0
3298,Mendes,Rio de Janeiro,Sudeste,172593885.5,0,0
3299,Mesquita,Rio de Janeiro,Sudeste,1460589398.0,155787,9106
3300,Miguel Pereira,Rio de Janeiro,Sudeste,361923460.9,42786,0
3301,Miracema,Rio de Janeiro,Sudeste,250917895.2,,
3302,Natividade,Rio de Janeiro,Sudeste,153745606.4,,
3303,Nilópolis,Rio de Janeiro,Sudeste,1722849755.0,22776,2133
3304,Niterói,Rio de Janeiro,Sudeste,12543127276.0,239375168,375943243
3305,Nova Friburgo,Rio de Janeiro,Sudeste,2925316666.0,2200409,1308007
3306,Nova Iguaçu,Rio de Janeiro,Sudeste,10238837848.0,13220896,17987728
3307,Paracambi,Rio de Janeiro,Sudeste,453897425.5,6028860,1678409
3308,Paraíba do Sul,Rio de Janeiro,Sudeste,578727711.8,24272446,2744450
3309,Paraty,Rio de Janeiro,Sudeste,813805894.5,,
3310,Paty do Alferes,Rio de Janeiro,Sudeste,287717183.5,5943826,0
3311,Petrópolis,Rio de Janeiro,Sudeste,7232838824.0,3188975748,836097687
3312,Pinheiral,Rio de Janeiro,Sudeste,207617127.1,312890,0
3313,Piraí,Rio de Janeiro,Sudeste,1054616702.0,15570135,53643633
3314,Porciúncula,Rio de Janeiro,Sudeste,182274254.4,0,0
3315,Porto Real,Rio de Janeiro,Sudeste,5180973619.0,282332021,295969671
3316,Quatis,Rio de Janeiro,Sudeste,270398860.7,,
3317,Queimados,Rio de Janeiro,Sudeste,2041949349.0,34108211,1841584
3318,Quissamã,Rio de Janeiro,Sudeste,3792184861.0,0,3210
3319,Resende,Rio de Janeiro,Sudeste,5766525229.0,644240717,269307761
3320,Rio Bonito,Rio de Janeiro,Sudeste,1171662805.0,549453,47040
3321,Rio Claro,Rio de Janeiro,Sudeste,209014617.5,,
3322,Rio das Flores,Rio de Janeiro,Sudeste,292637923.5,0,39040
3323,Rio das Ostras,Rio de Janeiro,Sudeste,8961333254.0,22739541,8847510
3324,Rio de Janeiro,Rio de Janeiro,Sudeste,207803054748.0,7260155316,8464528150
3325,Santa Maria Madalena,Rio de Janeiro,Sudeste,136686782.8,,
3326,Santo Antônio de Pádua,Rio de Janeiro,Sudeste,585704952.5,245638,105495
3327,São Francisco de Itabapoana,Rio de Janeiro,Sudeste,480773333.2,540327,486400
3328,São Fidélis,Rio de Janeiro,Sudeste,396327935.5,3151,0
3329,São Gonçalo,Rio de Janeiro,Sudeste,10457864687.0,128114062,14304246
3330,São João da Barra,Rio de Janeiro,Sudeste,6099215202.0,1011849422,618287876
3331,São João de Meriti,Rio de Janeiro,Sudeste,5044742511.0,5970181,438954
3332,São José de Ubá,Rio de Janeiro,Sudeste,71236126.69,,
3333,São José do Vale do Rio Preto,Rio de Janeiro,Sudeste,598592626.2,0,0
3334,São Pedro da Aldeia,Rio de Janeiro,Sudeste,933774688.8,1567284,8890
3335,São Sebastião do Alto,Rio de Janeiro,Sudeste,135821579.9,,
3336,Sapucaia,Rio de Janeiro,Sudeste,443519896.0,0,0
3337,Saquarema,Rio de Janeiro,Sudeste,1468162935.0,1440685,493869
3338,Seropédica,Rio de Janeiro,Sudeste,915020922.2,59498681,8184218
3339,Silva Jardim,Rio de Janeiro,Sudeste,226623050.8,0,0
3340,Sumidouro,Rio de Janeiro,Sudeste,208390804.0,2037130,80938
3341,Tanguá,Rio de Janeiro,Sudeste,341409778.3,16120,8846884
3342,Teresópolis,Rio de Janeiro,Sudeste,2913398306.0,2660682,343758
3343,Trajano de Moraes,Rio de Janeiro,Sudeste,89967942.01,,
3344,Três Rios,Rio de Janeiro,Sudeste,1847315356.0,73378235,49844918
3345,Valença,Rio de Janeiro,Sudeste,1027236359.0,6075255,653622
3346,Varre-Sai,Rio de Janeiro,Sudeste,82777579.5,6646,0
3347,Vassouras,Rio de Janeiro,Sudeste,494643750.0,22223778,81562
3348,Volta Redonda,Rio de Janeiro,Sudeste,9672247798.0,464825939,236050598
3349,Adamantina,São Paulo,Sudeste,613065751.1,145127,37912449
3350,Adolfo,São Paulo,Sudeste,59704565.13,0,0
3351,Aguaí,São Paulo,Sudeste,554067565.2,28975142,173411
3352,Águas da Prata,São Paulo,Sudeste,133497360.0,10429,0
3353,Águas de Lindóia,São Paulo,Sudeste,238207433.8,364834,6753
3354,Águas de Santa Bárbara,São Paulo,Sudeste,132078861.3,0,0
3355,Águas de São Pedro,São Paulo,Sudeste,69809388.29,68256,21705
3356,Agudos,São Paulo,Sudeste,1752958171.0,23301448,9821310
3357,Alambari,São Paulo,Sudeste,60435837.0,67043,0
3358,Alfredo Marcondes,São Paulo,Sudeste,40646086.38,10750061,12519646
3359,Altair,São Paulo,Sudeste,74458842.85,237415,0
3360,Altinópolis,São Paulo,Sudeste,250157892.0,93860,0
3361,Alto Alegre,São Paulo,Sudeste,58316698.3,0,0
3362,Alumínio,São Paulo,Sudeste,1590817207.0,7143695,150215142
3363,Álvares Florence,São Paulo,Sudeste,91381571.37,,
3364,Álvares Machado,São Paulo,Sudeste,240585956.5,1111533,3766585
3365,Álvaro de Carvalho,São Paulo,Sudeste,29943907.5,,
3366,Alvinlândia,São Paulo,Sudeste,31039320.0,,
3367,Americana,São Paulo,Sudeste,7095749668.0,268069065,181966076
3368,Américo Brasiliense,São Paulo,Sudeste,449476239.6,2790694,155203804
3369,Américo de Campos,São Paulo,Sudeste,56428973.46,0,0
3370,Amparo,São Paulo,Sudeste,2448266746.0,77991793,141514964
3371,Analândia,São Paulo,Sudeste,101644974.6,0,510922
3372,Andradina,São Paulo,Sudeste,1372539950.0,1927331,400093719
3373,Angatuba,São Paulo,Sudeste,547093155.4,5072093,7517027
3374,Anhembi,São Paulo,Sudeste,92643568.67,35832,97
3375,Anhumas,São Paulo,Sudeste,40411704.9,0,0
3376,Aparecida,São Paulo,Sudeste,493427515.8,1888519,552983
3377,Aparecida d'Oeste,São Paulo,Sudeste,49438877.0,,
3378,Apiaí,São Paulo,Sudeste,425440218.8,2465600,5972290
3379,Araçariguama,São Paulo,Sudeste,1050957508.0,99757405,63356950
3380,Araçatuba,São Paulo,Sudeste,3911674686.0,73216654,78190535
3381,Araçoiaba da Serra,São Paulo,Sudeste,321741919.2,5376149,3195076
3382,Aramina,São Paulo,Sudeste,78505248.64,,
3383,Arandu,São Paulo,Sudeste,68560271.91,0,0
3384,Arapeí,São Paulo,Sudeste,22666705.02,,
3385,Araraquara,São Paulo,Sudeste,5426507791.0,49527227,504506309
3386,Araras,São Paulo,Sudeste,3241358446.0,43196110,125078666
3387,Arco-Íris,São Paulo,Sudeste,28664636.0,,
3388,Arealva,São Paulo,Sudeste,123531975.4,0,0
3389,Areias,São Paulo,Sudeste,22960956.48,0,0
3390,Areiópolis,São Paulo,Sudeste,68992429.56,,
3391,Ariranha,São Paulo,Sudeste,494338651.0,580242,13249014
3392,Artur Nogueira,São Paulo,Sudeste,560766492.5,41930333,16771476
3393,Arujá,São Paulo,Sudeste,1966342391.0,121761221,57281650
3394,Aspásia,São Paulo,Sudeste,14903428.41,,
3395,Assis,São Paulo,Sudeste,1983445085.0,779899,6358518
3396,Atibaia,São Paulo,Sudeste,3608545053.0,529923071,81388888
3397,Auriflama,São Paulo,Sudeste,167266469.3,0,0
3398,Avaí,São Paulo,Sudeste,114947487.6,0,0
3399,Avanhandava,São Paulo,Sudeste,147295332.6,0,34505486
3400,Avaré,São Paulo,Sudeste,1191735041.0,2556375,46500234
3401,Bady Bassitt,São Paulo,Sudeste,228802140.5,319306,0
3402,Balbinos,São Paulo,Sudeste,16549568.88,0,0
3403,Bálsamo,São Paulo,Sudeste,107930606.4,121641,0
3404,Bananal,São Paulo,Sudeste,119559314.0,7198,0
3405,Barão de Antonina,São Paulo,Sudeste,35557610.8,,
3406,Barbosa,São Paulo,Sudeste,62941524.96,0,0
3407,Bariri,São Paulo,Sudeste,626462336.0,13982140,33534948
3408,Barra Bonita,São Paulo,Sudeste,847306085.9,253155,112103001
3409,Barra do Chapéu,São Paulo,Sudeste,25759052.4,119679,11690328
3410,Barra do Turvo,São Paulo,Sudeste,52389171.54,,
3411,Barretos,São Paulo,Sudeste,2467421481.0,33827771,224639965
3412,Barrinha,São Paulo,Sudeste,251855057.0,1360574,5015815
3413,Barueri,São Paulo,Sudeste,31906099032.0,1227115092,284130823
3414,Bastos,São Paulo,Sudeste,467846819.6,2670968,9981864
3415,Batatais,São Paulo,Sudeste,995100342.9,5226462,59168655
3416,Bauru,São Paulo,Sudeste,7919256045.0,77205289,187225366
3417,Bebedouro,São Paulo,Sudeste,1518307713.0,16833629,88730710
3418,Bento de Abreu,São Paulo,Sudeste,105018970.1,0,49043024
3419,Bernardino de Campos,São Paulo,Sudeste,112407601.5,25875,1989990
3420,Bertioga,São Paulo,Sudeste,1105963851.0,281058,0
3421,Bilac,São Paulo,Sudeste,95072445.44,0,19365
3422,Birigui,São Paulo,Sudeste,1778028984.0,16213068,23263133
3423,Biritiba Mirim,São Paulo,Sudeste,,,
3424,Boa Esperança do Sul,São Paulo,Sudeste,118050263.3,58567,0
3425,Bocaina,São Paulo,Sudeste,217873564.3,16914,68700212
3426,Bofete,São Paulo,Sudeste,117085877.2,0,0
3427,Boituva,São Paulo,Sudeste,1738179733.0,14367470,67229120
3428,Bom Jesus dos Perdões,São Paulo,Sudeste,242080853.0,10483891,6769172
3429,Bom Sucesso de Itararé,São Paulo,Sudeste,35173064.44,0,1944
3430,Borá,São Paulo,Sudeste,60752303.5,0,0
3431,Boracéia,São Paulo,Sudeste,100435728.4,18716,104113
3432,Borborema,São Paulo,Sudeste,208127925.0,63216,57829651
3433,Borebi,São Paulo,Sudeste,37169048.47,0,39400
3434,Botucatu,São Paulo,Sudeste,2970348329.0,91027838,234608550
3435,Bragança Paulista,São Paulo,Sudeste,3157913271.0,155781970,75021058
3436,Braúna,São Paulo,Sudeste,52151921.96,,
3437,Brejo Alegre,São Paulo,Sudeste,132886547.4,0,5161
3438,Brodowski,São Paulo,Sudeste,273401926.0,1937735,1748443
3439,Brotas,São Paulo,Sudeste,397062073.2,143066,59213131
3440,Buri,São Paulo,Sudeste,213575482.7,728111,22178366
3441,Buritama,São Paulo,Sudeste,263261887.5,107597,12804377
3442,Buritizal,São Paulo,Sudeste,119194433.8,,
3443,Cabrália Paulista,São Paulo,Sudeste,97580709.9,,
3444,Cabreúva,São Paulo,Sudeste,1456468256.0,190830413,98806465
3445,Caçapava,São Paulo,Sudeste,2659802527.0,118820107,80983441
3446,Cachoeira Paulista,São Paulo,Sudeste,313467275.2,356373,38927
3447,Caconde,São Paulo,Sudeste,155353445.3,388949,1902
3448,Cafelândia,São Paulo,Sudeste,254151369.1,48311,16927
3449,Caiabu,São Paulo,Sudeste,53132229.68,0,228034
3450,Caieiras,São Paulo,Sudeste,2129685494.0,63899435,337231202
3451,Caiuá,São Paulo,Sudeste,55527965.96,,
3452,Cajamar,São Paulo,Sudeste,6028557995.0,629907919,171317489
3453,Cajati,São Paulo,Sudeste,831730003.2,149295682,31567554
3454,Cajobi,São Paulo,Sudeste,92168992.08,0,0
3455,Cajuru,São Paulo,Sudeste,303618036.3,1105333,10003260
3456,Campina do Monte Alegre,São Paulo,Sudeste,80098107.34,11215,0
3457,Campinas,São Paulo,Sudeste,36586365217.0,2612666110,712962288
3458,Campo Limpo Paulista,São Paulo,Sudeste,1195344731.0,91784631,128312199
3459,Campos do Jordão,São Paulo,Sudeste,674947463.6,555291,227
3460,Campos Novos Paulista,São Paulo,Sudeste,80512146.54,0,5979987
3461,Cananéia,São Paulo,Sudeste,430223770.5,2517,0
3462,Canas,São Paulo,Sudeste,52872619.85,0,912690
3463,Cândido Mota,São Paulo,Sudeste,460684571.8,3539069,56690689
3464,Cândido Rodrigues,São Paulo,Sudeste,50309942.4,0,363258
3465,Canitar,São Paulo,Sudeste,94125036.96,34245310,0
3466,Capão Bonito,São Paulo,Sudeste,481775535.8,197046,21400
3467,Capela do Alto,São Paulo,Sudeste,149989065.1,109228,0
3468,Capivari,São Paulo,Sudeste,1095400458.0,39516424,27555888
3469,Caraguatatuba,São Paulo,Sudeste,1550563235.0,19324174,0
3470,Carapicuíba,São Paulo,Sudeste,3040427126.0,35847986,24638271
3471,Cardoso,São Paulo,Sudeste,117375462.3,0,0
3472,Casa Branca,São Paulo,Sudeste,440879543.5,2182563,4801624
3473,Cássia dos Coqueiros,São Paulo,Sudeste,59010134.16,0,0
3474,Castilho,São Paulo,Sudeste,340645204.7,0,24447225
3475,Catanduva,São Paulo,Sudeste,2387702172.0,9319751,285302156
3476,Catiguá,São Paulo,Sudeste,85897454.8,,
3477,Cedral,São Paulo,Sudeste,131317175.6,668787,199549
3478,Cerqueira César,São Paulo,Sudeste,280182573.7,170189,844957
3479,Cerquilho,São Paulo,Sudeste,1178814532.0,44946376,58262521
3480,Cesário Lange,São Paulo,Sudeste,210198080.4,3046385,10326353
3481,Charqueada,São Paulo,Sudeste,264770109.8,915775,572597
3482,Clementina,São Paulo,Sudeste,176985385.7,0,8897059
3483,Colina,São Paulo,Sudeste,519470548.4,4546042,342962198
3484,Colômbia,São Paulo,Sudeste,223428028.3,0,99236851
3485,Conchal,São Paulo,Sudeste,341304723.8,4068072,113144391
3486,Conchas,São Paulo,Sudeste,207075370.6,2254895,68140
3487,Cordeirópolis,São Paulo,Sudeste,1801116728.0,6858023,173974431
3488,Coroados,São Paulo,Sudeste,82572093.9,36526,12662
3489,Coronel Macedo,São Paulo,Sudeste,38017602.0,5112,0
3490,Corumbataí,São Paulo,Sudeste,98592563.94,13908,202346
3491,Cosmópolis,São Paulo,Sudeste,899470712.7,89701007,194852920
3492,Cosmorama,São Paulo,Sudeste,194787594.6,8282710,1866864
3493,Cotia,São Paulo,Sudeste,7015239009.0,738084088,183297508
3494,Cravinhos,São Paulo,Sudeste,634452869.3,54124126,24555513
3495,Cristais Paulista,São Paulo,Sudeste,121212912.5,198455,138861
3496,Cruzália,São Paulo,Sudeste,38906866.56,0,2990
3497,Cruzeiro,São Paulo,Sudeste,1456825979.0,109022776,46138958
3498,Cubatão,São Paulo,Sudeste,8753692170.0,263465266,517183673
3499,Cunha,São Paulo,Sudeste,111502168.4,3713,73051
3500,Descalvado,São Paulo,Sudeste,741957343.2,20117123,29211807
3501,Diadema,São Paulo,Sudeste,10933144754.0,393093769,162548111
3502,Dirce Reis,São Paulo,Sudeste,24289981.92,0,0
3503,Divinolândia,São Paulo,Sudeste,114158635.7,145077,0
3504,Dobrada,São Paulo,Sudeste,57401192.92,131666,12126
3505,Dois Córregos,São Paulo,Sudeste,401722216.4,4702373,7518662
3506,Dolcinópolis,São Paulo,Sudeste,22688298.72,61920,0
3507,Dourado,São Paulo,Sudeste,125556324.8,16132530,9772
3508,Dracena,São Paulo,Sudeste,665789069.0,531742,240897
3509,Duartina,São Paulo,Sudeste,122090035.7,140486,16042702
3510,Dumont,São Paulo,Sudeste,103883263.9,30576,10232431
3511,Echaporã,São Paulo,Sudeste,77853555.0,0,746291
3512,Eldorado,São Paulo,Sudeste,187621633.2,0,0
3513,Elias Fausto,São Paulo,Sudeste,434246943.5,10443705,41710243
3514,Elisiário,São Paulo,Sudeste,40770849.6,,
3515,Embaúba,São Paulo,Sudeste,32450948.24,0,0
3516,Embu das Artes,São Paulo,Sudeste,4898164780.0,,
3517,Embu-Guaçu,São Paulo,Sudeste,628808543.6,40037987,1200954
3518,Emilianópolis,São Paulo,Sudeste,36481781.2,,
3519,Engenheiro Coelho,São Paulo,Sudeste,288186367.3,2822234,326025
3520,Espírito Santo do Pinhal,São Paulo,Sudeste,871980321.6,12305349,50945911
3521,Espírito Santo do Turvo,São Paulo,Sudeste,76389793.12,,
3522,Estrela d'Oeste,São Paulo,Sudeste,266005274.4,0,114655080
3523,Estrela do Norte,São Paulo,Sudeste,35322826.5,,
3524,Euclides da Cunha Paulista,São Paulo,Sudeste,54905180.4,,
3525,Fartura,São Paulo,Sudeste,162345427.2,268011,152020
3526,Fernandópolis,São Paulo,Sudeste,1055154236.0,4723,27303830
3527,Fernando Prestes,São Paulo,Sudeste,84379388.3,27868,2807808
3528,Fernão,São Paulo,Sudeste,23236995.96,,
3529,Ferraz de Vasconcelos,São Paulo,Sudeste,2150649412.0,12031733,11623103
3530,Flora Rica,São Paulo,Sudeste,21344440.8,,
3531,Floreal,São Paulo,Sudeste,40383803.46,0,4232
3532,Flórida Paulista,São Paulo,Sudeste,140302344.2,,
3533,Florínea,São Paulo,Sudeste,,,
3534,Franca,São Paulo,Sudeste,5046776454.0,13625594,118584754
3535,Francisco Morato,São Paulo,Sudeste,855625042.2,26361,7279
3536,Franco da Rocha,São Paulo,Sudeste,1598048947.0,229211187,13851251
3537,Gabriel Monteiro,São Paulo,Sudeste,35481949.12,,
3538,Gália,São Paulo,Sudeste,78568701.39,0,63835
3539,Garça,São Paulo,Sudeste,699930203.5,3284181,78585952
3540,Gastão Vidigal,São Paulo,Sudeste,38030551.93,,
3541,Gavião Peixoto,São Paulo,Sudeste,63318657.87,433652957,530156762
3542,General Salgado,São Paulo,Sudeste,172258366.6,0,0
3543,Getulina,São Paulo,Sudeste,145685759.2,,
3544,Glicério,São Paulo,Sudeste,58389180.3,0,0
3545,Guaiçara,São Paulo,Sudeste,127270906.4,18060548,9586787
3546,Guaimbê,São Paulo,Sudeste,54477633.0,8817,0
3547,Guaíra,São Paulo,Sudeste,1063326897.0,384371,300605799
3548,Guapiaçu,São Paulo,Sudeste,238780945.3,871442,59804740
3549,Guapiara,São Paulo,Sudeste,191807205.7,,
3550,Guará,São Paulo,Sudeste,280956544.2,454646,138435
3551,Guaraçaí,São Paulo,Sudeste,123699022.0,0,0
3552,Guaraci,São Paulo,Sudeste,189918698.6,0,24544368
3553,Guarani d'Oeste,São Paulo,Sudeste,17646669.0,,
3554,Guarantã,São Paulo,Sudeste,102869373.2,,
